ID	Assay Type	AvgSpotLen	Bases	BioProject	BioSample	Bytes	Center Name	Chlorophyll_Sensor	Citation	Consent	DATASTORE filetype	DATASTORE provider	DATASTORE region	Depth	ENA-FIRST-PUBLIC (run)	ENA-LAST-UPDATE (run)	environment_(biome)	environment_(feature)	environment_(material)	environmental_package	Event_Date/Time_End	Event_Date/Time_Start	Event_Label	Experiment	Further_Details	INSDC_center_name	INSDC_first_public	INSDC_last_update	INSDC_status	Instrument	Last_Update_Date	Latitude_End	Latitude_Start	Library Name	LibraryLayout	LibrarySelection	LibrarySource	Longitude_End	Longitude_Start	Nitrate_Sensor	Organism	Oxygen_Sensor	Platform	project_name	Protocol_Label	ReleaseDate	create_date	version	Salinity_Sensor	Sample_Collection_Device	Sample Name	Sample_name	Sample_Status	Sampling_Campaign	Sampling_Platform	Sampling_Station	size_fraction_lower_threshold	Size_Fraction_Upper_Threshold	SRA Study	temperature	INSDC_center_alias	external_id	Submitter_Id	ENA_first_public	ENA_last_update	Marine_Region	Alias	Description	ENA_checklist	SRA_accession	title	instrument_model (run)	ENA-FIRST-PUBLIC	ENA-LAST-UPDATE	Scientific_Name
ERR599059	WGS	196	36765703031	PRJEB1787	SAMEA2621487	26219703764	GSC	0.109555	tbd	public	run.zq,sra	gs,ncbi,s3	gs.us-east1,ncbi.public,s3.us-east-1	5	2014-09-12	2018-11-16	marine biome (ENVO:00000447)	surface water layer (ENVO:00002042)	saline water (ENVO:00002010)\, including plankton (ENVO:xxxxxxxx)	water	2011-01-03 16:00	2011-01-03 11:05	TARA_20110103T1105Z_084_EVENT_PUMP	ERX556058	tbd	Genoscope	2014-09-12T17:03:39Z	2015-11-04T11:49:31Z	public	Illumina HiSeq 2000	2014-05-01Z	-60.3606	-60.2287	APY_ACNIOSF_r1	PAIRED	RANDOM	METAGENOMIC	-60.5096	-60.6476	24.423039	marine metagenome	338.2982	ILLUMINA	Tara Oceans expedition (2009-2013)	BACT_NUC-RNA(10L-or-10min)_W0.22-3	2014-09-13T00:00:00Z	2014-09-20T05:37:00Z	1	33.71972	PUMP (High Volume Peristaltic Pump)	SAMEA2621487	TARA_B100000780	This version can be used to provide data discovery services	TARA_20101231Z	SV Tara	TARA_084	0.22	3	ERP001736	1.84402	GSC	SAMEA2621487	TARA_B100000780	2014-09-12	2015-11-04	(search radius=5 degrees) Marine Ecoregion:South Shetland Islands (MRGID:21925)									
ERR599060	WGS	199	8641195051	PRJEB1787	SAMEA2623390	5601038030	GSC	0.002017	tbd	public	run.zq,sra	gs,ncbi,s3	gs.us-east1,ncbi.public,s3.us-east-1	450	2014-09-12	2018-11-16	marine biome (ENVO:00000447)	mesopelagic zone (ENVO:00000213)	saline water (ENVO:00002010)\, including plankton (ENVO:xxxxxxxx)	water	2011-12-12 1:53	2011-12-11 20:37:22	TARA_20111211T2040Z_138_Combined-EVENTS_CAST	ERX556042	tbd	Genoscope	2014-09-12T17:03:39Z	2015-11-04T11:49:51Z	public	Illumina HiSeq 2000	2014-05-01Z	6.3929	6.3559	APY_AEPIOSF_r1	PAIRED	RANDOM	METAGENOMIC	-103.0691	-103.0598	36.886053	marine metagenome	0.78015	ILLUMINA	Tara Oceans expedition (2009-2013)	BACT_NUC-RNA(10L-or-10min)_W0.22-3	2014-09-13T00:00:00Z	2014-09-17T20:14:00Z	1	34.608434	ROSETTE sampler with CTD (sbe9C) and 10 Niskin bottles	SAMEA2623390	TARA_B100002003	This version can be used to provide data discovery services	TARA_20111124Z	SV Tara	TARA_138	0.22	3	ERP001736	8.210557	GSC	SAMEA2623390	TARA_B100002003	2014-09-12	2015-11-04										
ERR599061	WGS	199	5975766062	PRJEB1787	SAMEA2619840	3860641203	GSC	0.224444	tbd	public	run.zq,sra	gs,ncbi,s3	gs.us-east1,ncbi.public,s3.us-east-1	80	2014-09-12	2018-11-16	marine biome (ENVO:00000447)	deep chlorophyll maximum layer (ENVO:xxxxxxxx)	saline water (ENVO:00002010)\, including plankton (ENVO:xxxxxxxx)	water	2010-01-11 15:20	2010-01-11 14:17	TARA_20100111T1417Z_032_EVENT_PUMP	ERX556055	tbd	Genoscope	2014-09-12T17:03:37Z	2015-11-04T11:48:34Z	public	Illumina HiSeq 2000	2014-05-01Z	23.4217	23.4183	APY_ABKIOSF_r1	PAIRED	RANDOM	METAGENOMIC	37.2517	37.245	1.201064	marine metagenome	179.968	ILLUMINA	Tara Oceans expedition (2009-2013)	BACT_NUC-DNA(100L)_W0.22-1.6	2014-09-13T00:00:00Z	2014-09-17T19:19:00Z	1	40.196433	PUMP (High Volume Peristaltic Pump) with ECOTriplet	SAMEA2619840	TARA_A100001037	This version can be used to provide data discovery services	TARA_20100108Z	SV Tara	TARA_032	0.22	1.6	ERP001736	26.050367	GSC	SAMEA2619840	TARA_A100001037	2014-09-12	2015-11-04	(search radius=5 degrees) Marine Province:Red Sea and Gulf of Aden (MRGID:21776), Marine Ecoregion:Northern and Central Red Sea (MRGID:21919)									
ERR599062	WGS	196	33471187109	PRJEB1787	SAMEA2619970	23274271701	GSC	0.005649	tbd	public	run.zq,sra	gs,ncbi,s3	gs.us-east1,ncbi.public,s3.us-east-1	600	2014-09-12	2018-11-16	marine biome (ENVO:00000447)	mesopelagic zone (ENVO:00000213) & marine oxygen minimum zone (ENVO:01000065)	saline water (ENVO:00002010)\, including plankton (ENVO:xxxxxxxx)	water	2010-03-13 14:25	2010-03-12 17:08:47	TARA_20100313T0507Z_037_Combined-EVENTS_CAST	ERX556027	tbd	Genoscope	2014-09-12T17:03:36Z	2015-11-04T11:48:12Z	public	Illumina HiSeq 2000	2014-05-01Z	20.8188	20.8457	APY_ABRIOSF_r2	PAIRED	RANDOM	METAGENOMIC	63.6158	63.5851	31.802451	marine metagenome	1.63999	ILLUMINA	Tara Oceans expedition (2009-2013)	BACT_NUC-RNA(10L-or-10min)_W0.22-1.6	2014-09-13T00:00:00Z	2014-09-20T06:20:00Z	1	35.693546	ROSETTE sampler with CTD (sbe9C) and 10 Niskin bottles	SAMEA2619970	TARA_B100000315	This version can be used to provide data discovery services	TARA_20100309Z	SV Tara	TARA_037	0.22	1.6	ERP001736	12.066048	GSC	SAMEA2619970	TARA_B100000315	2014-09-12	2015-11-04	(search radius=5 degrees) Marine Ecoregion:Gulf of Oman (MRGID:4267)									
ERR599063	WGS	199	4861103472	PRJEB1787	SAMEA2622097	2999834838	GSC	0.287892	tbd	public	run.zq,sra	gs,ncbi,s3	gs.us-east1,ncbi.public,s3.us-east-1	5	2014-09-12	2018-11-16	marine biome (ENVO:00000447)	surface water layer (ENVO:00002042)	saline water (ENVO:00002010)\, including plankton (ENVO:xxxxxxxx)	water	2011-04-15 16:25	2011-04-15 12:45	TARA_20110415T1245Z_100_EVENT_PUMP	ERX556092	tbd	Genoscope	2014-09-12T17:03:38Z	2015-11-04T11:49:19Z	public	Illumina HiSeq 2000	2014-05-01Z	-12.9488	-13.0023	APY_ACXIOSF_r2	PAIRED	RANDOM	METAGENOMIC	-96.0293	-95.9759	4.590737	marine metagenome	200.233917	ILLUMINA	Tara Oceans expedition (2009-2013)	BACT_NUC-RNA(10L-or-10min)_W0.22-3	2014-09-13T00:00:00Z	2014-09-17T19:44:00Z	1	35.835267	PUMP (High Volume Peristaltic Pump)	SAMEA2622097	TARA_B100000963	This version can be used to provide data discovery services	TARA_20110401Z	SV Tara	TARA_100	0.22	3	ERP001736	25.2512	GSC	SAMEA2622097	TARA_B100000963	2014-09-12	2015-11-04										
ERR599064	WGS	199	27446848797	PRJEB1787	SAMEA2621779	18255816321	GSC	0.387495	tbd	public	run.zq,sra	gs,ncbi,s3	gs.us-east1,ncbi.public,s3.us-east-1	5	2014-09-12	2018-11-16	marine biome (ENVO:00000447)	surface water layer (ENVO:00002042)	saline water (ENVO:00002010)\, including plankton (ENVO:xxxxxxxx)	water	2011-03-12 14:45	2011-03-12 11:34	TARA_20110312T1134Z_093_EVENT_PUMP	ERX555965	tbd	Genoscope	2014-09-12T17:03:39Z	2015-11-04T11:49:42Z	public	Illumina HiSeq 2000	2014-05-01Z	-33.8785	-34.0614	APY_AFAIOSF_r1	PAIRED	RANDOM	METAGENOMIC	-73.0369	-73.1066	-1.485075	marine metagenome	244.861667	ILLUMINA	Tara Oceans expedition (2009-2013)	BACT_NUC-DNA(100L)_W0.22-3	2014-09-13T00:00:00Z	2014-09-18T00:20:00Z	1	34.295417	PUMP (High Volume Peristaltic Pump)	SAMEA2621779	TARA_B100001063	This version can be used to provide data discovery services	TARA_20110311Z	SV Tara	TARA_093	0.22	3	ERP001736	18.014508	GSC	SAMEA2621779	TARA_B100001063	2014-09-12	2015-11-04	(search radius=5 degrees) Marine Ecoregion:Central Chile (MRGID:22007), Marine Ecoregion:Araucanian (MRGID:22009)									
ERR599065	WGS	197	21195486912	PRJEB1787	SAMEA2622336	14163074633	GSC	0.737378	tbd	public	run.zq,sra	gs,ncbi,s3	gs.us-east1,ncbi.public,s3.us-east-1	30	2014-09-12	2018-11-16	marine biome (ENVO:00000447)	deep chlorophyll maximum layer (ENVO:xxxxxxxx)	saline water (ENVO:00002010)\, including plankton (ENVO:xxxxxxxx)	water	2011-05-12 23:30	2011-05-12 22:15	TARA_20110512T2215Z_109_EVENT_PUMP	ERX556007	tbd	Genoscope	2014-09-12T17:03:38Z	2015-11-04T11:49:00Z	public	Illumina HiSeq 2000	2014-05-01Z	2.0663	2.0299	APY_ADGIOSF_r1	PAIRED	RANDOM	METAGENOMIC	-84.5304	-84.5546	3.886605	marine metagenome	203.127654	ILLUMINA	Tara Oceans expedition (2009-2013)	BACT_NUC-RNA(10L-or-10min)_W0.22-3	2014-09-13T00:00:00Z	2014-09-17T20:42:00Z	1	34.344808	PUMP (High Volume Peristaltic Pump) with ECOTriplet	SAMEA2622336	TARA_B100000927	This version can be used to provide data discovery services	TARA_20110509Z	SV Tara	TARA_109	0.22	3	ERP001736	26.532035	GSC	SAMEA2622336	TARA_B100000927	2014-09-12	2015-11-04	(search radius=5 degrees) Marine Ecoregion:Eastern Galapagos Islands (MRGID:21870), Marine Ecoregion:Cocos Islands (MRGID:21970)									
ERR599066	WGS	199	8133481643	PRJEB1787	SAMEA2622817	5260056017	GSC	0.233673	tbd	public	run.zq,sra	gs,ncbi,s3	gs.us-east1,ncbi.public,s3.us-east-1	5	2014-09-12	2018-11-16	marine biome (ENVO:00000447)	surface water layer (ENVO:00002042)	saline water (ENVO:00002010)\, including plankton (ENVO:xxxxxxxx)	water	2011-08-08 19:54	2011-08-08 17:33	TARA_20110808T1733Z_125_EVENT_PUMP	ERX555908	tbd	Genoscope	2014-09-12T17:03:38Z	2015-11-04T11:48:51Z	public	Illumina HiSeq 2000	2014-05-01Z	-8.895	-8.9111	APY_AEKIOSF_r1	PAIRED	RANDOM	METAGENOMIC	-142.6228	-142.5571	4.985942	marine metagenome	187.302833	ILLUMINA	Tara Oceans expedition (2009-2013)	BACT_NUC-RNA(10L-or-10min)_W0.22-3	2014-09-13T00:00:00Z	2014-09-17T20:13:00Z	1	35.427733	PUMP (High Volume Peristaltic Pump)	SAMEA2622817	TARA_B100001121	This version can be used to provide data discovery services	TARA_20110726Z	SV Tara	TARA_125	0.22	3	ERP001736	26.780158	GSC	SAMEA2622817	TARA_B100001121	2014-09-12	2015-11-04	(search radius=5 degrees) Marine Province:Marquesas (MRGID:21741), Marine Ecoregion:Marquesas (MRGID:21741)									
ERR599067	WGS	199	6299864547	PRJEB1787	SAMEA2622362	3908355702	GSC	0	tbd	public	run.zq,sra	gs,ncbi,s3	gs.us-east1,ncbi.public,s3.us-east-1	380	2014-09-12	2018-11-16	marine biome (ENVO:00000447)	mesopelagic zone (ENVO:00000213)	saline water (ENVO:00002010)\, including plankton (ENVO:xxxxxxxx)	water	2011-05-13 23:08	2011-05-13 16:08:58	TARA_20110513T1617Z_109_Combined-EVENTS_CAST	ERX556010	tbd	Genoscope	2014-09-12T17:03:38Z	2015-11-04T11:49:11Z	public	Illumina HiSeq 2000	2014-05-01Z	2.1008	2.0649	APY_ADHIOSF_r1	PAIRED	RANDOM	METAGENOMIC	-84.5107	-84.5546	33.915981	marine metagenome	2.516667	ILLUMINA	Tara Oceans expedition (2009-2013)	BACT_NUC-RNA(10L-or-10min)_W0.22-3	2014-09-13T00:00:00Z	2014-09-17T19:43:00Z	1	34.79985	ROSETTE sampler with CTD (sbe9C) and 10 Niskin bottles	SAMEA2622362	TARA_B100000929	This version can be used to provide data discovery services	TARA_20110509Z	SV Tara	TARA_109	0.22	3	ERP001736	11.3158	GSC	SAMEA2622362	TARA_B100000929	2014-09-12	2015-11-04	(search radius=5 degrees) Marine Ecoregion:Eastern Galapagos Islands (MRGID:21870), Marine Ecoregion:Cocos Islands (MRGID:21970)									
ERR599068	WGS	207	7648358503	PRJEB1787	SAMEA2620929	5086659670	GSC	0.250054	tbd	public	run.zq,sra	gs,ncbi,s3	gs.us-east1,ncbi.public,s3.us-east-1	5	2014-09-12	2018-11-16	marine biome (ENVO:00000447)	surface water layer (ENVO:00002042)	saline water (ENVO:00002010)\, including plankton (ENVO:xxxxxxxx)	water	2010-07-15 14:47	2010-07-15 12:22	TARA_20100715T1222Z_066_EVENT_PUMP	ERX556004	tbd	Genoscope	2014-09-12T17:03:37Z	2015-11-04T11:48:37Z	public	Illumina HiSeq 2000	2014-05-01Z	-34.8986	-34.9449	APY_AAGIOSF_r1	PAIRED	RANDOM	METAGENOMIC	18.03	17.9189	2.450991	marine metagenome	238.916333	ILLUMINA	Tara Oceans expedition (2009-2013)	BACT_NUC-DNA(100L)_W0.22-3	2014-09-13T00:00:00Z	2014-09-17T23:59:00Z	1	35.323317	PUMP (High Volume Peristaltic Pump)	SAMEA2620929	TARA_B000000475	This version can be used to provide data discovery services	TARA_20100624Z	SV Tara	TARA_066	0.22	3	ERP001736	15.033492	GSC	SAMEA2620929	TARA_B000000475	2014-09-12	2015-11-04	(search radius=5 degrees) Marine Ecoregion:Agulhas Bank (MRGID:21806)									
ERR599069	WGS	199	9401988201	PRJEB1787	SAMEA2622759	5964503450	GSC	0.286662	tbd	public	run.zq,sra	gs,ncbi,s3	gs.us-east1,ncbi.public,s3.us-east-1	5	2014-09-12	2018-11-16	marine biome (ENVO:00000447)	surface water layer (ENVO:00002042)	saline water (ENVO:00002010)\, including plankton (ENVO:xxxxxxxx)	water	2011-08-04 22:00	2011-08-04 18:33	TARA_20110804T1833Z_124_EVENT_PUMP	ERX556057	tbd	Genoscope	2014-09-12T17:03:38Z	2015-11-04T11:49:04Z	public	Illumina HiSeq 2000	2014-05-01Z	-9.1552	-9.1504	APY_AEHIOSF_r1	PAIRED	RANDOM	METAGENOMIC	-140.5284	-140.5216	5.111856	marine metagenome	190.724	ILLUMINA	Tara Oceans expedition (2009-2013)	BACT_NUC-RNA(10L-or-10min)_W0.22-3	2014-09-13T00:00:00Z	2014-09-17T19:46:00Z	1	35.396729	PUMP (High Volume Peristaltic Pump)	SAMEA2622759	TARA_B100000674	This version can be used to provide data discovery services	TARA_20110726Z	SV Tara	TARA_124	0.22	3	ERP001736	26.518986	GSC	SAMEA2622759	TARA_B100000674	2014-09-12	2015-11-04	(search radius=5 degrees) Marine Province:Marquesas (MRGID:21741), Marine Ecoregion:Marquesas (MRGID:21741)									
ERR599070	WGS	199	9618798410	PRJEB1787	SAMEA2623295	6131153662	GSC	99999	tbd	public	run.zq,sra	gs,ncbi,s3	gs.us-east1,ncbi.public,s3.us-east-1	40	2014-09-12	2018-11-16	marine biome (ENVO:00000447)	deep chlorophyll maximum layer (ENVO:xxxxxxxx)	saline water (ENVO:00002010)\, including plankton (ENVO:xxxxxxxx)	water	2011-12-02 22:01	2011-12-02 20:42	TARA_20111202T2042Z_137_EVENT_PUMP	ERX556115	tbd	Genoscope	2014-09-12T17:03:39Z	2015-11-04T11:49:36Z	public	Illumina HiSeq 2000	2014-05-01Z	14.2016	14.2075	APY_AENIOSF_r1	PAIRED	RANDOM	METAGENOMIC	-116.696	-116.6468	99999	marine metagenome	99999	ILLUMINA	Tara Oceans expedition (2009-2013)	BACT_NUC-RNA(10L-or-10min)_W0.22-3	2014-09-13T00:00:00Z	2014-09-17T22:11:00Z	1	99999	PUMP (High Volume Peristaltic Pump) with ECOTriplet	SAMEA2623295	TARA_B100001964	This version can be used to provide data discovery services	TARA_20111124Z	SV Tara	TARA_137	0.22	3	ERP001736	99999	GSC	SAMEA2623295	TARA_B100001964	2014-09-12	2015-11-04	(search radius=5 degrees) Marine Ecoregion:Revillagigedos (MRGID:21973)									
ERR599071	WGS	194	36873435578	PRJEB1787	SAMEA2622048	26745569112	GSC	0	tbd	public	run.zq,sra	gs,ncbi,s3	gs.us-east1,ncbi.public,s3.us-east-1	488	2014-09-12	2018-11-16	marine biome (ENVO:00000447)	mesopelagic zone (ENVO:00000213)	saline water (ENVO:00002010)\, including plankton (ENVO:xxxxxxxx)	water	2011-04-04 22:34	2011-04-04 13:55:02	TARA_20110404T1359Z_098_Combined-EVENTS_CAST	ERX555944	tbd	Genoscope	2014-09-12T17:03:38Z	2015-11-04T11:49:14Z	public	Illumina HiSeq 2000	2014-05-01Z	-25.8339	-25.8076	APY_ACVIOSF_r1	PAIRED	RANDOM	METAGENOMIC	-111.8078	-111.6906	24.644021	marine metagenome	155.55759	ILLUMINA	Tara Oceans expedition (2009-2013)	BACT_NUC-DNA(100L)_W0.22-3	2014-09-13T00:00:00Z	2014-09-19T04:14:00Z	1	34.362649	ROSETTE sampler with CTD (sbe9C) and 10 Niskin bottles	SAMEA2622048	TARA_B100001013	This version can be used to provide data discovery services	TARA_20110401Z	SV Tara	TARA_098	0.22	3	ERP001736	8.113126	GSC	SAMEA2622048	TARA_B100001013	2014-09-12	2015-11-04	(search radius=5 degrees) Marine Province:Easter Island (MRGID:15120), Marine Ecoregion:Easter Island (MRGID:15120)									
ERR599072	WGS	196	29845328495	PRJEB1787	SAMEA2622568	19723069221	GSC	0	tbd	public	run.zq,sra	gs,ncbi,s3	gs.us-east1,ncbi.public,s3.us-east-1	696	2014-09-12	2018-11-16	marine biome (ENVO:00000447)	mesopelagic zone (ENVO:00000213)	saline water (ENVO:00002010)\, including plankton (ENVO:xxxxxxxx)	water	2011-06-16 2:45	2011-06-15 18:43:16	TARA_20110615T1845Z_112_Combined-EVENTS_CAST	ERX555993	tbd	Genoscope	2014-09-12T17:03:38Z	2015-11-04T11:48:49Z	public	Illumina HiSeq 2000	2014-05-01Z	-23.1719	-23.2232	APY_AEBIOSF_r1	PAIRED	RANDOM	METAGENOMIC	-129.6713	-129.5986	29.181849	marine metagenome	199.248437	ILLUMINA	Tara Oceans expedition (2009-2013)	BACT_NUC-DNA(100L)_W0.22-3	2014-09-13T00:00:00Z	2014-09-18T19:48:00Z	1	34.305001	ROSETTE sampler with CTD (sbe9C) and 10 Niskin bottles	SAMEA2622568	TARA_B100000949	This version can be used to provide data discovery services	TARA_20110520Z	SV Tara	TARA_112	0.22	3	ERP001736	5.791448	GSC	SAMEA2622568	TARA_B100000949	2014-09-12	2015-11-04	(search radius=5 degrees) Marine Ecoregion:Rapa-Pitcairn (MRGID:21942)									
ERR599073	WGS	198	6883254794	PRJEB1787	SAMEA2619678	4181900620	GSC	0.132494	tbd	public	run.zq,sra	gs,ncbi,s3	gs.us-east1,ncbi.public,s3.us-east-1	60	2014-09-12	2018-11-16	marine biome (ENVO:00000447)	deep chlorophyll maximum layer (ENVO:xxxxxxxx)	saline water (ENVO:00002010)\, including plankton (ENVO:xxxxxxxx)	water	2009-11-02 15:56	2009-11-02 14:07	TARA_20091102T1407Z_018_EVENT_PUMP	ERX556039	tbd	Genoscope	2014-09-12T17:03:37Z	2015-11-04T11:48:36Z	public	Illumina HiSeq 2000	2014-05-01Z	35.7593	35.7528	APY_ABEIOSF_r1	PAIRED	RANDOM	METAGENOMIC	14.3453	14.2765	99999	marine metagenome	237.8893	ILLUMINA	Tara Oceans expedition (2009-2013)	BACT_NUC-DNA(100L)_W0.22-1.6	2014-09-13T00:00:00Z	2014-09-17T20:30:00Z	1	37.89241	PUMP (High Volume Peristaltic Pump) with ECOTriplet	SAMEA2619678	TARA_S200000501	This version can be used to provide data discovery services	TARA_20091031Z	SV Tara	TARA_018	0.22	1.6	ERP001736	18.36839	GSC	SAMEA2619678	TARA_S200000501	2014-09-12	2015-11-04	(search radius=5 degrees) Marine Province:Mediterranean Sea (MRGID:8552), Marine Ecoregion:Tunisian Plateau/Gulf of Sidra (MRGID:21898), Marine Ecoregion:Ionian Sea (MRGID:3351)									
ERR599074	WGS	196	36840824901	PRJEB1787	SAMEA2620194	26187600740	GSC	0.020173	tbd	public	run.zq,sra	gs,ncbi,s3	gs.us-east1,ncbi.public,s3.us-east-1	5	2014-09-12	2018-11-16	marine biome (ENVO:00000447)	surface water layer (ENVO:00002042)	saline water (ENVO:00002010)\, including plankton (ENVO:xxxxxxxx)	water	2010-03-30 5:40	2010-03-30 2:47	TARA_20100330T0247Z_041_EVENT_PUMP	ERX555906	tbd	Genoscope	2014-09-12T17:03:37Z	2015-11-04T11:48:19Z	public	Illumina HiSeq 2000	2014-05-01Z	14.5	14.6059	APY_ABXIOSF_r1	PAIRED	RANDOM	METAGENOMIC	70	69.9776	-1.343153	marine metagenome	187.42925	ILLUMINA	Tara Oceans expedition (2009-2013)	BACT_NUC-RNA(10L-or-10min)_W0.22-1.6	2014-09-13T00:00:00Z	2014-09-20T05:27:00Z	1	36.024883	PUMP (High Volume Peristaltic Pump)	SAMEA2620194	TARA_B100000282	This version can be used to provide data discovery services	TARA_20100327Z	SV Tara	TARA_041	0.22	1.6	ERP001736	29.089367	GSC	SAMEA2620194	TARA_B100000282	2014-09-12	2015-11-04	(search radius=5 degrees) Marine Province:West and South Indian Shelf (MRGID:21777)									
ERR599075	WGS	197	32434350835	PRJEB1787	SAMEA2620230	22912229656	GSC	0.006724	tbd	public	run.zq,sra	gs,ncbi,s3	gs.us-east1,ncbi.public,s3.us-east-1	5	2014-09-12	2018-11-16	marine biome (ENVO:00000447)	surface water layer (ENVO:00002042)	saline water (ENVO:00002010)\, including plankton (ENVO:xxxxxxxx)	water	2010-04-04 6:33	2010-04-04 2:47	TARA_20100404T0247Z_042_EVENT_PUMP	ERX556052	tbd	Genoscope	2014-09-12T17:03:36Z	2015-11-04T11:48:11Z	public	Illumina HiSeq 2000	2014-05-01Z	6.0124	6.0001	APY_ACBIOSF_r1	PAIRED	RANDOM	METAGENOMIC	73.8985	73.8955	-1.47882	marine metagenome	189.25475	ILLUMINA	Tara Oceans expedition (2009-2013)	BACT_NUC-DNA(100L)_W0.22-1.6	2014-09-13T00:00:00Z	2014-09-22T07:26:00Z	1	34.56155	PUMP (High Volume Peristaltic Pump)	SAMEA2620230	TARA_B100000123	This version can be used to provide data discovery services	TARA_20100327Z	SV Tara	TARA_042	0.22	1.6	ERP001736	29.980283	GSC	SAMEA2620230	TARA_B100000123	2014-09-12	2015-11-04	(search radius=5 degrees) Marine Province:Central Indian Ocean Islands (MRGID:21774), Marine Ecoregion:Maldives (MRGID:21835)									
ERR599076	WGS	199	10019822131	PRJEB1787	SAMEA2623314	6472864781	GSC	0.001625	tbd	public	run.zq,sra	gs,ncbi,s3	gs.us-east1,ncbi.public,s3.us-east-1	375	2014-09-12	2018-11-16	marine biome (ENVO:00000447)	mesopelagic zone (ENVO:00000213)	saline water (ENVO:00002010)\, including plankton (ENVO:xxxxxxxx)	water	2011-12-03 18:48	2011-12-03 14:31:20	TARA_20111203T1433Z_137_Combined-EVENTS_CAST	ERX555910	tbd	Genoscope	2014-09-12T17:03:39Z	2015-11-04T11:49:38Z	public	Illumina HiSeq 2000	2014-05-01Z	14.1468	14.2025	APY_AEMIOSF_r1	PAIRED	RANDOM	METAGENOMIC	-116.6821	-116.6433	35.716708	marine metagenome	0.628413	ILLUMINA	Tara Oceans expedition (2009-2013)	BACT_NUC-RNA(10L-or-10min)_W0.22-3	2014-09-13T00:00:00Z	2014-09-17T20:35:00Z	1	34.586699	ROSETTE sampler with CTD (sbe9C) and 10 Niskin bottles	SAMEA2623314	TARA_B100001971	This version can be used to provide data discovery services	TARA_20111124Z	SV Tara	TARA_137	0.22	3	ERP001736	8.911481	GSC	SAMEA2623314	TARA_B100001971	2014-09-12	2015-11-04	(search radius=5 degrees) Marine Ecoregion:Revillagigedos (MRGID:21973)									
ERR599077	WGS	197	37502869577	PRJEB1787	SAMEA2622452	25857182500	GSC	0.203347	tbd	public	run.zq,sra	gs,ncbi,s3	gs.us-east1,ncbi.public,s3.us-east-1	5	2014-09-12	2018-11-16	marine biome (ENVO:00000447)	surface water layer (ENVO:00002042)	saline water (ENVO:00002010)\, including plankton (ENVO:xxxxxxxx)	water	2011-05-31 16:50	2011-05-31 14:25	TARA_20110531T1425Z_111_EVENT_PUMP	ERX555933	tbd	Genoscope	2014-09-12T17:03:38Z	2015-11-04T11:48:56Z	public	Illumina HiSeq 2000	2014-05-01Z	-16.9554	-16.9601	APY_ADSIOSF_r1	PAIRED	RANDOM	METAGENOMIC	-100.6925	-100.6335	2.568726	marine metagenome	208.8654	ILLUMINA	Tara Oceans expedition (2009-2013)	BACT_NUC-RNA(10L-or-10min)_W0.22-3	2014-09-13T00:00:00Z	2014-09-22T07:46:00Z	1	35.97144	PUMP (High Volume Peristaltic Pump)	SAMEA2622452	TARA_B100000575	This version can be used to provide data discovery services	TARA_20110520Z	SV Tara	TARA_111	0.22	3	ERP001736	22.76873	GSC	SAMEA2622452	TARA_B100000575	2014-09-12	2015-11-04										
ERR599078	WGS	198	32684205384	PRJEB1787	SAMEA2623886	21077404463	GSC	0.238225	tbd	public	run.zq,sra	gs,ncbi,s3	gs.us-east1,ncbi.public,s3.us-east-1	5	2014-09-12	2018-11-16	marine biome (ENVO:00000447)	surface water layer (ENVO:00002042)	saline water (ENVO:00002010)\, including plankton (ENVO:xxxxxxxx)	water	2012-03-19 11:27	2012-03-19 8:18	TARA_20120319T0818Z_152_EVENT_PUMP	ERX556054	tbd	Genoscope	2014-09-12T17:03:38Z	2015-11-04T11:49:12Z	public	Illumina HiSeq 2000	2014-05-01Z	43.6906	43.6792	APY_AGRIOSF_r1	PAIRED	RANDOM	METAGENOMIC	-16.8555	-16.8344	2.999226	marine metagenome	243.148	ILLUMINA	Tara Oceans expedition (2009-2013)	BACT_NUC-DNA(100L)_W0.22-3	2014-09-13T00:00:00Z	2014-09-19T04:40:00Z	1	35.986042	PUMP (High Volume Peristaltic Pump)	SAMEA2623886	TARA_B100001173	This version can be used to provide data discovery services	TARA_20120314Z	SV Tara	TARA_152	0.22	3	ERP001736	14.28065	GSC	SAMEA2623886	TARA_B100001173	2014-09-12	2015-11-04										
